Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
2020-06-14,Confirmed,333036,40,6152,91,4119,6475,352,1671,39,0,41182,564,23590,7208,518,5041,1763,7000,2462,549,0,10802,107958,458,44,112,173,3909,194,3140,12694,68,44661,4974,1079,13615,1819,11087,7436
2020-06-14,Deceased,9521,0,84,0,7,36,5,9,0,0,1327,0,1478,88,7,59,8,87,20,1,0,460,3949,0,1,0,0,14,4,67,292,0,435,185,1,399,24,475,0
2020-06-14,Recovered,169685,33,3316,7,1961,3975,295,719,2,0,15823,74,16333,3002,327,2389,905,3960,1101,80,0,7677,50978,91,26,1,88,2708,91,2356,9566,5,24547,2377,433,8268,1111,5060,0
2020-06-15,Confirmed,343068,41,6456,95,4310,6662,357,1715,39,0,42829,592,24104,7722,556,5220,1793,7213,2544,555,0,10935,110744,490,44,117,177,4055,202,3267,12981,68,46504,5193,1089,14091,1845,11494,6972
2020-06-15,Deceased,9917,0,86,0,7,38,6,9,0,0,1400,0,1506,100,7,62,9,89,21,1,0,466,4127,0,1,0,0,14,4,71,301,0,479,187,1,417,24,485,0
2020-06-15,Recovered,180324,33,3385,7,2206,4226,301,843,2,0,16427,85,16672,3564,343,2604,1000,4134,1174,82,0,7903,56049,151,26,1,88,2854,95,2443,9785,5,25344,2766,433,8610,1189,5494,0
2020-06-16,Confirmed,354154,44,6720,99,4511,6810,365,1784,54,0,44688,629,24628,8272,560,5298,1839,7530,2623,649,0,11083,113445,500,44,121,179,4163,216,3371,13216,68,48019,5406,1090,14598,1942,11909,7684
2020-06-16,Deceased,11921,0,88,0,7,39,6,9,0,0,1837,0,1534,118,7,63,9,96,21,1,0,477,5536,0,1,0,0,14,4,72,308,0,528,191,1,435,25,495,0
2020-06-16,Recovered,187550,33,3513,7,2412,4571,302,934,9,0,16500,85,17090,3747,362,2781,1121,4456,1234,85,0,8152,57851,159,28,1,103,2974,99,2461,9962,5,26782,3027,556,8904,1216,6028,0
2020-06-17,Confirmed,367262,44,7071,103,4695,6940,370,1864,59,0,47102,656,25148,8832,585,5406,1896,7734,2698,687,0,11244,116752,552,43,121,193,4338,245,3497,13542,70,50193,5675,1133,15181,2023,12300,8273
2020-06-17,Deceased,12262,0,90,0,7,39,6,9,0,0,1904,0,1561,130,7,64,10,104,21,1,0,483,5650,0,1,0,0,14,5,78,313,0,576,192,1,465,26,506,0
2020-06-17,Recovered,194440,33,3641,10,2643,4776,306,1099,12,0,17457,96,17438,3951,369,2914,1151,4804,1324,92,0,8388,59166,192,31,1,103,3047,109,2538,10467,5,27624,3071,556,9239,1254,6533,0
2020-06-18,Confirmed,381091,45,7496,103,4904,7040,374,1946,63,0,49979,705,25658,9218,595,5555,1919,7944,2795,687,0,11426,120504,606,43,130,193,4512,271,3615,13857,70,52334,6027,1154,15785,2103,12735,8703
2020-06-18,Deceased,12605,0,92,0,8,44,6,9,0,0,1969,0,1592,134,7,71,11,116,22,1,0,487,5750,0,1,0,0,14,6,83,330,0,625,195,1,488,26,518,0
2020-06-18,Recovered,205181,35,3772,11,2849,4961,306,1202,14,0,21341,109,17827,4555,374,3144,1198,4980,1413,95,0,8632,60838,199,32,1,109,3144,116,2570,10742,6,28641,3301,639,9638,1386,7001,0
2020-06-19,Confirmed,395729,47,7961,135,4904,7290,381,2018,77,0,53116,725,26198,9743,627,5680,1961,8281,2913,744,0,11582,124331,681,43,130,198,4677,287,3832,14156,70,54449,6526,1181,16594,2177,13090,8927
2020-06-19,Deceased,12969,0,96,0,8,49,6,10,0,0,2035,0,1619,144,7,75,11,125,22,1,0,496,5892,0,1,0,0,14,7,92,333,0,666,198,1,507,26,529,0
2020-06-19,Recovered,214210,35,3905,14,3067,5098,315,1305,14,0,23569,118,18167,4888,386,3194,1335,5210,1509,95,0,8748,62773,218,32,9,125,3297,118,2636,10997,22,30271,3352,657,9995,1433,7303,0
2020-06-20,Confirmed,411647,47,8452,135,5153,7503,404,2134,94,0,56746,754,26737,10223,656,5834,2024,8697,3040,836,0,11724,128205,777,43,140,201,4856,338,3952,14537,70,56845,7072,1189,17135,2301,13531,9265
2020-06-20,Deceased,13277,0,101,0,8,49,6,11,0,0,2112,0,1639,149,7,81,11,134,22,1,0,502,5983,0,1,0,0,15,7,98,337,0,704,203,1,529,27,540,0
2020-06-20,Recovered,228184,35,4111,15,3203,5367,316,1368,26,0,31294,129,18702,5127,406,3336,1404,5393,1566,117,0,8880,64153,232,32,9,138,3534,131,2678,11274,22,31316,3506,680,10369,1450,7865,0
2020-06-21,Confirmed,426798,48,8929,139,5485,7665,406,2255,99,0,59746,818,27317,10635,673,5956,2098,9150,3173,837,0,11903,132075,841,43,141,211,5160,366,4074,14930,78,59377,7802,1224,17731,2344,13945,9127
2020-06-21,Deceased,13703,0,106,0,8,51,6,11,0,0,2175,0,1664,160,7,82,11,139,22,1,0,516,6169,0,1,0,0,19,8,99,349,0,757,210,1,550,27,555,0
2020-06-21,Recovered,237259,37,4307,21,3405,5631,316,1421,27,0,33013,135,19357,5556,418,3382,1406,5619,1659,134,0,9015,65744,250,37,9,141,3720,140,2700,11597,26,32754,3731,759,10995,1500,8297,0
2020-06-22,Confirmed,440358,48,9372,148,5752,7893,411,2302,114,0,62655,864,27880,11025,727,6088,2140,9399,3311,847,0,12078,135796,898,45,142,280,5303,383,4235,15232,78,62087,8674,1240,18322,2402,14358,7832
2020-06-22,Deceased,14015,0,111,0,8,52,6,12,0,0,2233,1,1685,169,7,85,11,144,22,1,0,522,6282,0,1,0,0,21,8,101,356,0,794,217,1,569,28,569,0
2020-06-22,Recovered,248138,37,4435,22,3566,5767,322,1487,27,0,36602,152,19917,5915,430,3531,1469,5730,1747,136,0,9215,67706,250,37,12,141,3863,149,2825,11910,30,34112,4005,782,11601,1521,8687,0
2020-06-23,Confirmed,456014,50,9834,158,5955,8050,418,2385,123,0,66602,909,28429,11520,775,6236,2193,9721,3452,932,0,12261,139010,921,46,142,330,5470,402,4397,15627,79,64603,9553,1263,18893,2535,14728,8015
2020-06-23,Deceased,14483,0,119,0,8,54,6,12,0,0,2301,2,1711,178,7,87,11,152,23,1,0,526,6530,0,1,0,0,24,9,105,365,0,833,220,1,588,30,580,0
2020-06-23,Recovered,258600,40,4592,38,3763,6027,322,1527,27,0,39313,205,20521,6497,433,3642,1520,6004,1807,148,0,9335,69631,258,41,19,141,3988,165,3047,12213,30,35339,4224,807,12116,1602,9218,0
2020-06-24,Confirmed,472882,56,10331,160,6181,8273,420,2419,136,0,70390,951,29001,12010,806,6422,2219,10118,3604,932,0,12448,142899,970,46,145,347,5752,461,4627,16009,83,67468,10444,1263,19557,2623,15173,8141
2020-06-24,Deceased,14907,0,129,1,8,55,6,12,0,0,2365,2,1736,188,7,88,12,166,23,1,0,535,6738,0,1,0,0,24,9,113,375,0,866,225,1,596,35,591,0
2020-06-24,Recovered,271689,41,4779,38,3959,6106,322,1601,30,0,41437,289,21096,6924,467,3818,1575,6153,1888,274,0,9473,73792,328,41,24,148,4123,176,3099,12611,40,37763,4361,904,12586,1721,9702,0
2020-06-25,Confirmed,491087,58,10884,172,6545,8488,423,2456,156,0,73780,995,29578,12463,839,6549,2263,10560,3727,941,0,12595,147741,1056,46,145,355,5962,502,4769,16296,85,70977,11364,1295,20193,2691,15648,8493
2020-06-25,Deceased,15308,0,136,1,8,56,6,12,0,0,2429,2,1754,198,8,90,12,172,23,1,0,543,6930,0,1,0,0,24,9,120,379,0,911,230,1,611,36,606,0
2020-06-25,Recovered,285672,41,4988,42,4034,6480,329,1729,38,0,44765,335,21506,7379,475,3967,1605,6672,1941,358,0,9619,77453,354,42,30,160,4291,187,3192,12840,40,39999,4688,1026,13119,1758,10190,0
2020-06-26,Confirmed,509343,72,11489,174,6818,8678,425,2545,171,0,77240,1039,30158,12884,864,6762,2294,11005,3877,946,0,12798,152765,1075,48,147,371,6180,534,4957,16660,87,74622,12349,1331,20943,2725,16190,8123
2020-06-26,Deceased,15689,0,146,1,8,56,6,13,0,0,2492,2,1772,211,8,91,12,182,23,1,0,547,7105,0,1,0,0,24,9,122,380,0,957,237,1,630,37,616,0
2020-06-26,Recovered,295918,43,5196,49,4248,6669,335,1885,50,0,47091,370,22038,8015,495,4080,1647,6918,2006,467,0,9804,79815,393,42,47,162,4422,203,3201,13062,40,41357,4766,1062,13583,1822,10535,0
