Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
2020-04-29,Confirmed,33064,33,1332,1,38,403,68,38,0,0,3439,7,4082,311,40,581,107,535,496,22,0,2560,9915,2,12,1,0,125,8,375,2440,0,2162,1016,2,2134,55,725,0
2020-04-29,Deceased,1078,0,31,0,1,2,0,0,0,0,56,0,197,3,2,8,3,21,4,0,0,131,431,0,1,0,0,1,0,19,55,0,27,25,0,39,0,22,0
2020-04-29,Recovered,8429,15,287,1,29,64,17,34,0,0,1092,7,527,224,26,192,19,216,369,17,0,461,1593,2,0,0,0,39,5,101,814,0,1210,409,2,510,28,119,0
2020-04-30,Confirmed,34866,33,1403,1,43,425,74,40,0,0,3515,7,4395,339,40,614,110,565,498,22,0,2625,10498,2,12,1,0,143,8,480,2584,0,2323,1038,3,2211,57,758,0
2020-04-30,Deceased,1153,0,31,0,1,2,0,0,0,0,59,0,214,4,2,8,3,22,4,0,0,138,458,0,1,0,0,1,0,20,58,0,27,28,0,40,0,33,0
2020-04-30,Recovered,9059,16,321,1,29,84,18,36,0,0,1094,7,613,234,29,216,19,229,383,17,0,482,1773,2,0,0,0,41,5,104,893,0,1258,442,2,551,36,124,0
2020-05-01,Confirmed,37262,33,1463,1,43,466,88,43,0,0,3738,7,4721,357,40,639,113,589,498,22,0,2715,11506,2,12,1,0,154,8,585,2666,0,2526,1044,3,2328,57,795,0
2020-05-01,Deceased,1230,0,33,0,1,3,0,0,0,0,61,0,236,4,2,8,3,22,4,0,0,146,484,0,1,0,0,1,0,20,62,0,28,28,0,42,1,41,0
2020-05-01,Recovered,10021,16,403,1,33,98,18,36,0,0,1167,7,736,240,31,247,21,251,392,17,0,524,1879,2,10,0,0,55,5,108,1116,0,1312,464,2,654,37,139,0
2020-05-02,Confirmed,39826,33,1525,1,43,481,94,43,0,0,4122,7,5054,376,40,666,115,601,500,23,0,2788,12296,2,12,1,0,160,9,772,2772,0,2757,1061,5,2487,59,922,0
2020-05-02,Deceased,1322,0,33,0,1,4,0,0,0,0,64,0,262,5,2,8,3,25,4,0,0,152,520,0,1,0,0,1,0,20,68,0,29,29,0,43,1,48,0
2020-05-02,Recovered,10852,26,441,1,33,117,19,36,0,0,1256,7,896,241,34,254,22,271,400,17,0,624,2000,2,10,0,0,56,5,112,1242,0,1341,499,2,698,39,151,0
2020-05-03,Confirmed,42778,33,1583,1,43,517,97,57,0,0,4549,7,5428,442,40,701,115,614,500,42,0,2837,12974,2,12,1,0,162,9,1102,2886,0,3023,1082,17,2645,60,1198,0
2020-05-03,Deceased,1462,0,33,0,1,4,1,0,0,0,64,0,290,5,2,8,3,25,4,0,0,157,547,0,1,0,0,1,0,21,71,0,30,29,0,43,1,122,0
2020-05-03,Recovered,11763,32,488,1,33,124,19,36,0,0,1362,7,1042,244,35,287,27,293,401,17,0,798,2115,2,10,0,0,60,6,117,1356,0,1379,545,2,754,39,132,0
2020-05-04,Confirmed,46434,33,1650,1,43,528,102,58,0,0,4898,7,5804,517,41,726,115,651,500,42,0,2942,14541,2,12,1,0,169,9,1232,3061,0,3550,1085,30,2766,60,1259,0
2020-05-04,Deceased,1565,0,33,0,1,4,1,0,0,0,64,0,319,6,2,8,3,27,4,0,0,166,582,0,1,0,0,1,0,23,77,0,31,29,0,50,1,133,0
2020-05-04,Recovered,12845,32,524,1,33,127,21,36,0,0,1431,7,1195,253,35,303,27,321,462,17,0,856,2465,2,10,0,0,60,6,128,1438,0,1409,585,2,802,39,218,0
2020-05-05,Confirmed,49405,33,1717,1,45,535,119,59,1,0,5104,7,6245,548,42,741,125,673,503,42,0,3049,15525,2,12,1,0,177,9,1451,3158,0,4058,1096,43,2880,61,1344,0
2020-05-05,Deceased,1693,0,34,0,1,4,1,0,0,0,64,0,368,6,3,8,3,29,4,0,0,177,616,0,1,0,0,2,0,25,89,0,33,29,0,56,1,140,0
2020-05-05,Recovered,14140,32,589,1,33,158,21,36,0,0,1468,7,1381,255,35,320,33,331,462,17,0,1000,2819,2,10,1,0,60,6,133,1525,0,1485,628,2,987,39,264,0
2020-05-06,Confirmed,53007,33,1777,1,46,542,124,59,1,0,5532,7,6625,594,43,775,127,693,503,42,0,3138,16758,2,12,1,0,205,9,1526,3317,0,4829,1107,65,2998,61,1456,0
2020-05-06,Deceased,1784,0,36,0,1,4,1,0,0,0,65,0,396,7,3,8,3,29,4,0,0,186,650,0,1,0,0,2,0,27,93,0,35,29,0,60,1,144,0
2020-05-06,Recovered,15301,32,729,1,35,158,21,36,0,0,1542,7,1500,259,35,322,37,354,469,17,0,1099,3094,2,10,1,0,61,6,135,1739,0,1516,648,2,1130,39,265,0
2020-05-07,Confirmed,56351,33,1833,1,54,550,135,59,1,0,5980,7,7013,625,46,793,132,705,503,42,0,3252,17974,2,12,1,0,219,9,1644,3427,0,5409,1122,89,3071,61,1548,0
2020-05-07,Deceased,1888,0,38,0,1,5,1,0,0,0,66,0,425,7,3,9,3,30,4,0,0,194,693,0,1,0,0,2,0,28,99,0,37,29,0,62,1,151,0
2020-05-07,Recovered,16776,33,780,1,35,218,21,36,0,0,1931,7,1709,259,35,335,41,366,474,17,0,1231,3301,2,10,1,0,62,6,149,1889,0,1547,693,2,1250,39,296,0
2020-05-08,Confirmed,59690,33,1887,1,60,579,146,59,1,0,6318,7,7403,647,50,823,154,753,504,42,0,3341,19063,2,12,1,0,270,10,1731,3579,0,6009,1132,119,3214,63,1678,0
2020-05-08,Deceased,1985,0,41,0,2,5,2,0,0,0,68,0,449,8,3,9,3,30,4,0,0,201,730,0,1,0,0,2,0,29,103,0,40,29,0,66,1,160,0
2020-05-08,Recovered,17887,33,842,1,35,267,21,38,0,0,2020,7,1872,278,35,364,41,376,484,18,0,1349,3470,2,10,1,0,63,8,152,2011,0,1605,727,2,1387,45,323,0
2020-05-09,Confirmed,62865,33,1930,1,62,611,169,59,1,0,6542,7,7797,675,52,836,156,794,506,42,0,3457,20228,2,13,1,0,352,10,1762,3708,0,6535,1163,136,3373,67,1786,0
2020-05-09,Deceased,2100,0,44,0,1,5,2,0,0,0,68,0,472,9,3,9,3,30,4,0,0,212,778,0,1,0,0,3,0,31,106,0,44,30,0,74,1,171,0
2020-05-09,Recovered,19301,33,887,1,35,318,24,43,0,0,2020,7,2091,289,36,368,78,386,485,18,0,1480,3800,2,10,1,0,68,8,157,2162,0,1824,751,2,1499,46,372,0
2020-05-10,Confirmed,67176,33,1980,1,63,707,173,59,1,0,6923,7,8195,703,58,861,157,848,513,42,0,3614,22171,2,13,1,0,377,12,1823,3814,0,7204,1196,152,3467,68,1939,0
2020-05-10,Deceased,2212,0,45,0,1,6,3,0,0,0,73,0,493,10,3,9,3,31,4,0,0,216,831,0,1,0,0,3,0,31,108,0,47,30,0,79,1,185,0
2020-05-10,Recovered,20970,33,925,1,35,354,24,49,0,0,2069,7,2545,299,36,383,78,422,489,21,0,1676,4199,2,10,1,0,68,9,166,2241,0,1959,751,2,1653,46,417,0
2020-05-11,Confirmed,70768,33,2018,1,65,749,181,59,1,0,7233,7,8542,730,59,879,161,862,520,42,0,3785,23401,2,13,1,0,415,12,1877,3988,0,8002,1275,152,3573,68,2063,0
2020-05-11,Deceased,2293,0,45,0,1,6,3,0,0,0,73,0,513,11,3,10,3,31,4,0,0,222,867,0,1,0,0,3,0,31,113,0,53,30,0,80,1,190,0
2020-05-11,Recovered,22549,33,998,1,40,377,28,53,0,0,2129,7,2780,336,36,427,78,426,489,22,0,1747,4786,2,10,1,0,85,9,168,2324,0,2051,801,2,1758,46,499,0
2020-05-12,Confirmed,74330,33,2089,1,65,879,187,59,1,0,7639,7,8904,780,67,934,172,925,525,42,0,3986,24427,2,13,1,0,437,12,1914,4126,0,8718,1326,154,3664,69,2173,0
2020-05-12,Deceased,2413,0,46,0,1,6,3,0,0,0,86,0,537,11,3,10,3,31,4,0,0,226,920,0,1,0,0,3,0,32,117,0,61,32,0,82,1,198,0
2020-05-12,Recovered,24454,33,1056,1,40,382,30,54,1,0,2512,7,3246,341,36,455,79,433,489,22,0,1860,5125,2,10,1,0,116,9,171,2454,0,2134,822,2,1873,46,612,0
2020-05-13,Confirmed,78056,33,2137,1,80,953,191,59,1,0,7998,7,9268,793,68,971,177,959,535,43,0,4173,25922,2,13,1,0,538,13,1924,4328,0,9227,1367,155,3758,72,2290,0
2020-05-13,Deceased,2550,0,47,0,1,7,3,0,0,0,106,0,566,11,3,11,3,33,4,0,0,233,974,0,1,0,0,3,0,32,121,0,64,34,0,86,1,207,0
2020-05-13,Recovered,26417,33,1142,1,40,400,30,55,1,0,2858,7,3562,417,36,466,87,451,490,22,0,2004,5547,2,11,1,0,143,9,200,2573,0,2175,939,2,1965,46,702,0
2020-05-14,Confirmed,82047,33,2205,1,87,999,191,60,1,0,8470,15,9592,818,74,983,203,987,561,43,0,4426,27524,3,13,1,0,672,16,1935,4534,0,9674,1414,156,3902,78,2377,0
2020-05-14,Deceased,2647,0,48,0,1,7,3,0,0,0,115,0,586,11,3,11,3,35,4,0,0,238,1018,0,1,0,0,3,0,32,125,0,66,34,0,88,1,215,0
2020-05-14,Recovered,28011,33,1192,1,40,412,37,56,1,0,3045,7,3753,438,36,485,87,460,493,22,0,2171,6089,2,11,1,0,158,9,223,2638,0,2240,952,29,2072,50,768,0
2020-05-15,Confirmed,85855,33,2307,1,90,1033,191,66,1,0,8895,15,9932,854,76,1013,211,1056,577,43,0,4595,29100,3,13,1,0,737,16,1932,4747,0,10108,1454,156,4057,82,2461,0
2020-05-15,Deceased,2751,0,48,0,1,7,3,0,0,0,123,0,606,13,3,11,3,36,4,0,0,240,1067,0,1,0,0,3,0,32,125,0,71,34,0,95,1,225,0
2020-05-15,Recovered,30245,33,1252,1,41,440,40,56,1,0,3518,7,4035,463,36,513,97,480,493,24,0,2283,6564,2,11,1,0,166,9,305,2729,0,2599,959,42,2165,51,829,0
2020-05-16,Confirmed,90649,33,2355,1,93,1178,191,67,1,0,9333,20,10989,887,78,1121,217,1092,588,43,0,4790,30706,7,13,1,0,737,17,1946,4960,0,10585,1509,167,4258,91,2576,0
2020-05-16,Deceased,2871,0,49,0,1,8,3,0,0,0,129,0,625,13,3,12,3,36,4,0,0,244,1134,0,1,0,0,3,0,32,126,0,75,34,0,104,1,232,0
2020-05-16,Recovered,34257,33,1353,1,41,473,51,58,1,0,3926,7,4308,513,40,542,113,496,497,24,0,2315,7088,2,11,1,0,196,9,1257,2944,0,3538,971,64,2441,51,892,0
2020-05-17,Confirmed,95698,33,2380,1,101,1320,191,85,1,0,9755,29,11380,910,80,1183,223,1147,602,43,0,4977,33053,7,13,1,0,828,17,1964,5202,0,11224,1551,165,4464,92,2677,0
2020-05-17,Deceased,3023,0,50,0,1,8,3,0,0,0,148,0,659,14,3,13,3,37,4,0,0,249,1197,0,1,0,0,4,0,35,131,0,79,34,0,112,1,238,0
2020-05-17,Recovered,36795,33,1456,1,42,473,51,59,1,0,4202,7,4499,561,41,575,113,509,497,24,0,2403,7688,2,11,1,0,220,9,1366,3055,0,4172,992,85,2636,52,959,0
2020-05-18,Confirmed,100326,33,2432,1,116,1423,196,95,1,0,10054,38,11746,928,90,1289,228,1246,631,43,0,5236,35058,7,13,1,0,876,17,1980,5507,0,11760,1592,165,4605,96,2824,0
2020-05-18,Deceased,3154,0,50,0,3,9,3,0,0,0,160,0,694,14,3,15,3,37,4,0,0,253,1248,0,1,0,0,4,0,37,138,0,82,34,0,118,1,244,0
2020-05-18,Recovered,39277,33,1552,1,42,517,54,59,1,0,4485,7,4804,597,43,609,127,530,497,43,0,2435,8437,2,12,1,0,277,9,1547,3218,0,4406,1002,89,2783,52,1006,0
2020-05-19,Confirmed,106480,33,2489,1,158,1519,199,100,1,0,10554,46,12141,964,92,1317,248,1395,643,43,0,5465,37136,9,13,1,0,978,22,2002,5845,0,12448,1634,173,4926,111,2961,814
2020-05-19,Deceased,3300,0,52,0,3,9,3,0,0,0,166,0,719,14,4,17,3,40,4,0,0,259,1324,0,1,0,0,5,0,38,143,0,85,38,0,123,1,250,0
2020-05-19,Recovered,42309,33,1621,1,42,517,57,59,1,0,4750,7,5043,626,48,647,127,543,497,43,0,2631,9639,2,12,1,0,307,10,1642,3337,0,4895,1011,116,2918,52,1074,0
2020-05-20,Confirmed,112200,33,2560,1,189,1776,202,114,1,0,11088,50,12539,993,110,1390,290,1462,667,44,0,5735,39297,25,14,1,0,1052,23,2005,6015,0,13191,1661,173,5175,126,3103,1096
2020-05-20,Deceased,3434,0,53,0,3,9,3,0,0,0,176,0,749,14,4,18,3,41,4,0,0,268,1389,0,1,0,0,6,0,38,147,0,88,40,0,127,1,253,0
2020-05-20,Recovered,45422,33,1664,1,49,571,136,59,1,0,5192,7,5219,647,51,678,129,556,502,43,0,2734,10318,2,12,1,0,343,10,1794,3404,0,5882,1013,116,3066,53,1136,0
2020-05-21,Confirmed,118223,33,2605,1,211,1987,218,128,1,0,11659,52,12910,1030,152,1449,303,1605,691,44,0,5981,41642,25,14,1,0,1103,23,2028,6227,0,13967,1699,175,5515,145,3197,1403
2020-05-21,Deceased,3582,0,54,0,3,9,3,0,0,0,194,0,773,14,4,20,3,41,4,0,0,272,1453,0,1,0,0,7,0,39,151,0,95,45,0,138,1,259,0
2020-05-21,Recovered,48553,33,1705,1,55,571,178,59,1,0,5567,7,5488,680,56,684,136,571,510,43,0,2844,11726,2,12,1,0,393,10,1819,3485,0,6282,1036,148,3204,53,1193,0
2020-05-22,Confirmed,124759,33,2667,1,226,2166,219,172,1,0,12319,54,13273,1067,168,1489,323,1743,733,46,0,6170,44582,26,14,1,0,1189,26,2029,6494,0,14753,1761,175,5735,153,3332,1620
2020-05-22,Deceased,3724,0,55,0,3,11,3,0,0,0,208,0,802,16,4,20,3,41,5,0,0,273,1516,0,1,0,0,7,0,39,153,0,99,48,0,152,1,265,0
2020-05-22,Recovered,51833,33,1731,1,55,629,178,62,1,0,5897,16,5880,705,56,720,136,597,512,43,0,3089,12583,2,12,1,0,436,10,1847,3680,0,7128,1043,152,3324,53,1221,0
2020-05-23,Confirmed,131422,33,2714,1,347,2394,225,214,2,0,12910,55,13669,1131,185,1569,350,1959,795,49,0,6371,47190,29,14,1,0,1269,26,2045,6742,1,15512,1813,191,6017,244,3459,1899
2020-05-23,Deceased,3866,0,56,0,3,11,3,0,0,0,231,0,829,16,4,21,3,42,5,0,0,282,1576,0,1,0,0,7,0,39,160,0,104,49,0,155,1,269,0
2020-05-23,Recovered,54409,33,1779,1,57,653,179,64,1,0,6267,16,6169,749,58,774,141,608,515,43,0,3267,13404,2,12,1,0,497,10,1870,3786,0,7491,1068,152,3406,55,1281,0
2020-05-24,Confirmed,138533,33,2780,2,393,2574,262,252,2,0,13418,66,14063,1184,203,1621,370,2089,848,52,0,6665,50231,32,14,1,0,1336,41,2060,7028,1,16277,1854,194,6268,317,3667,2338
2020-05-24,Deceased,4022,0,56,0,3,11,4,0,0,0,261,0,858,16,4,21,4,42,6,0,0,291,1634,0,1,0,0,7,0,40,163,0,112,53,0,161,3,272,0
2020-05-24,Recovered,57694,33,1841,1,58,702,179,64,1,0,6540,16,6412,764,60,809,148,654,520,43,0,3408,14600,4,12,1,0,550,12,1898,3848,0,8324,1092,165,3538,58,1339,0
2020-05-25,Confirmed,144947,33,2886,2,549,2737,266,292,2,0,14053,67,14468,1213,223,1668,405,2182,897,53,0,6859,52667,36,15,1,3,1438,49,2081,7300,1,17082,1920,198,6497,349,3816,2642
2020-05-25,Deceased,4172,0,56,0,3,13,4,0,0,0,276,0,888,16,4,23,4,44,6,0,0,301,1694,0,1,0,0,7,0,40,167,0,119,56,0,169,4,278,0
2020-05-25,Recovered,60706,33,1892,1,63,733,187,67,1,0,6771,19,6636,801,64,809,148,705,532,43,0,3571,15786,4,12,1,0,649,17,1913,4056,0,8731,1164,165,3660,58,1414,0
2020-05-26,Confirmed,150854,33,2983,2,683,2968,278,360,2,0,14465,67,14829,1305,247,1759,426,2283,964,53,0,7024,54758,39,20,1,4,1517,49,2106,7536,1,17728,2032,232,6724,400,4009,2970
2020-05-26,Deceased,4345,0,57,0,3,14,4,0,0,0,288,0,915,16,4,24,4,44,7,0,0,306,1791,0,1,0,0,7,0,40,170,0,130,57,0,177,4,283,0
2020-05-26,Recovered,64291,33,2017,1,63,800,187,79,1,0,6954,28,7137,823,64,833,153,764,542,43,0,3689,16954,4,12,1,0,733,17,1918,4276,0,9342,1284,165,3824,64,1486,0
2020-05-27,Confirmed,158100,33,3117,2,784,3036,279,364,2,0,15257,68,15205,1381,273,1921,433,2418,1004,54,0,7261,56948,44,20,1,9,1593,49,2139,7816,1,18545,2139,242,6991,469,4192,4013
2020-05-27,Deceased,4533,0,58,0,3,15,4,0,0,0,303,0,938,18,6,26,4,47,7,0,0,314,1896,0,1,0,0,7,0,40,173,0,136,63,0,182,4,289,0
2020-05-27,Recovered,67725,33,2065,1,88,918,187,83,1,0,7264,37,7547,837,67,854,153,781,552,43,0,3927,17918,4,12,1,0,812,17,1918,4562,0,9909,1321,165,3991,79,1578,0
2020-05-28,Confirmed,165354,33,3245,3,881,3185,289,398,2,0,16281,69,15572,1504,281,2036,439,2533,1089,74,0,7453,59546,55,21,1,18,1660,53,2158,8067,1,19372,2256,244,7170,500,4536,4332
2020-05-28,Deceased,4709,0,59,0,3,15,4,0,0,0,316,0,960,19,6,27,4,47,8,0,0,322,1981,0,1,0,0,7,0,40,180,0,148,67,0,197,4,295,0
2020-05-28,Recovered,70896,33,2133,1,104,1050,189,83,1,0,7495,38,8001,880,74,859,153,834,555,43,0,4050,18616,4,12,1,0,887,17,1946,4815,0,10548,1345,167,4215,79,1668,0
2020-05-29,Confirmed,173492,33,3330,3,1058,3359,289,415,2,0,17386,69,15944,1721,295,2164,521,2781,1151,74,0,7645,62228,59,27,1,25,1723,57,2197,8365,1,20246,2425,254,7445,716,4813,4673
2020-05-29,Deceased,4978,0,60,0,3,15,4,1,0,0,398,0,980,19,6,28,5,48,9,0,0,335,2097,0,1,0,0,9,0,42,184,0,157,71,0,201,4,302,0
2020-05-29,Recovered,82631,33,2234,1,126,1209,189,100,1,0,7846,41,8609,939,84,875,216,894,565,43,0,4269,26997,6,12,1,0,977,23,1949,5244,0,11313,1381,167,4410,102,1775,0
2020-05-30,Confirmed,181856,33,3461,4,1217,3565,289,447,2,0,18549,70,16356,1923,313,2341,594,2922,1209,77,0,7891,65168,60,27,1,36,1819,57,2233,8617,1,21184,2499,271,7701,749,5130,5043
2020-05-30,Deceased,5183,0,60,0,3,21,4,1,0,0,416,0,1007,20,6,28,5,49,10,0,0,344,2196,0,1,0,0,9,0,44,193,0,163,77,0,213,5,309,0
2020-05-30,Recovered,86934,33,2289,1,164,1311,199,102,1,0,8075,42,9230,970,108,908,256,997,575,43,0,4444,28081,6,12,1,0,1050,23,1967,5739,0,12000,1412,172,4651,102,1970,0
2020-05-31,Confirmed,190645,33,3571,4,1340,3807,293,498,2,0,19844,71,16794,2091,331,2446,635,3221,1270,77,0,8089,67655,71,27,1,43,1948,70,2263,8831,1,22333,2698,316,8075,907,5501,5491
2020-05-31,Deceased,5405,0,62,0,3,23,4,1,0,0,473,0,1038,20,6,28,5,51,10,0,0,351,2285,0,1,0,0,9,0,45,194,0,176,82,0,217,5,317,0
2020-05-31,Recovered,91862,33,2340,1,186,1520,199,114,1,0,8478,44,9919,1047,117,927,256,1218,590,47,0,4842,29329,11,12,1,0,1126,25,1987,6032,0,12757,1428,173,4843,102,2157,0
2020-06-01,Confirmed,198368,33,3676,22,1486,3945,297,547,3,0,20834,73,17217,2356,340,2601,661,3408,1327,77,0,8283,70013,83,28,1,43,2104,79,2301,9100,1,23495,2792,423,8361,959,5772,5630
2020-06-01,Deceased,5606,0,64,0,3,23,4,1,0,0,523,0,1063,21,6,31,5,52,11,0,0,359,2361,0,1,0,0,9,0,44,199,0,187,88,0,222,5,325,0
2020-06-01,Recovered,95744,33,2374,1,285,1741,214,121,1,0,8746,50,10780,1054,119,946,296,1318,608,47,0,5003,30108,11,12,1,0,1245,25,2000,6213,0,13170,1491,173,5030,222,2306,0
2020-06-02,Confirmed,207180,33,3791,24,1560,4096,301,562,3,0,22132,79,17632,2652,345,2718,722,3796,1413,81,0,8420,72300,89,30,13,49,2245,79,2342,9373,1,24586,2891,471,8729,1043,6168,6414
2020-06-02,Deceased,5828,0,64,0,3,24,5,2,0,0,556,0,1092,23,6,33,5,52,12,1,0,365,2464,0,1,0,0,9,0,46,203,0,200,92,0,229,7,335,0
2020-06-02,Recovered,100275,33,2414,1,338,1803,214,130,1,0,9243,57,11894,1068,137,953,296,1393,627,47,0,5221,31333,14,12,1,0,1325,25,2017,6435,0,13706,1526,173,5176,252,2410,0
2020-06-03,Confirmed,216869,33,3971,34,1831,4326,301,626,11,0,23645,126,18117,2954,359,2857,764,4063,1495,90,0,8588,74860,108,33,14,58,2388,90,2376,9652,2,25872,3020,622,8870,1085,6508,7123
2020-06-03,Deceased,6087,0,68,0,3,25,5,2,0,0,615,0,1122,23,6,34,5,53,12,1,0,372,2586,0,1,0,0,9,0,47,209,0,208,99,0,230,8,345,0
2020-06-03,Recovered,104064,33,2464,1,414,2025,214,170,1,0,9542,57,12212,1088,147,1007,297,1504,651,48,0,5445,32329,38,13,1,0,1416,33,2029,6744,0,14316,1556,173,5257,259,2580,0
2020-06-04,Confirmed,226716,33,4112,39,2116,4452,302,773,14,0,25004,166,18609,3281,383,3142,827,4320,1589,94,0,8762,77793,124,33,17,80,2478,99,2415,9862,2,27256,3147,646,9237,1153,6876,7483
2020-06-04,Deceased,6361,0,71,0,3,28,5,2,0,0,659,0,1155,24,6,35,6,57,15,1,0,378,2709,0,1,0,0,9,0,47,213,0,223,105,0,245,10,355,0
2020-06-04,Recovered,108454,33,2529,1,460,2120,222,206,1,0,9898,57,12667,1122,176,1048,366,1610,690,48,0,5637,33681,38,13,1,0,1481,37,2043,7104,0,14901,1587,173,5439,297,2768,0
2020-06-05,Confirmed,236188,33,4250,43,2244,4598,309,863,14,0,26334,196,19119,3597,393,3324,922,4835,1700,97,0,8996,80229,132,33,24,107,2608,104,2461,10084,3,28694,3290,694,9733,1215,7303,7610
2020-06-05,Deceased,6647,0,73,0,3,29,5,2,0,0,708,0,1190,24,6,36,7,57,15,1,0,385,2848,0,1,0,0,10,0,48,218,0,235,113,0,257,11,366,0
2020-06-05,Recovered,113224,33,2565,1,510,2233,273,231,1,0,10315,65,13011,1208,186,1086,435,1693,712,48,0,5878,35147,38,13,1,0,1604,43,2069,7359,0,15762,1627,173,5648,344,2912,0
2020-06-06,Confirmed,246596,33,4460,45,2474,4831,312,923,19,0,27654,267,19617,3952,400,3467,1028,5213,1808,99,0,9228,82968,157,33,24,107,2781,107,2515,10337,7,30152,3496,749,10103,1303,7738,8192
2020-06-06,Deceased,6944,0,73,0,3,29,5,4,0,0,761,0,1219,24,6,39,7,59,16,1,0,400,2968,0,1,0,0,10,0,50,231,0,254,123,0,268,11,383,0
2020-06-06,Recovered,118657,33,2640,1,589,2298,273,259,1,0,10664,65,13324,1279,191,1126,473,1973,762,50,0,6108,37390,52,13,1,8,1716,48,2092,7501,0,16395,1710,173,5908,422,3119,0
2020-06-07,Confirmed,257478,33,4659,48,2682,5070,314,1073,20,0,28936,300,20097,4448,411,4087,1103,5452,1915,103,0,9401,85975,172,36,34,116,2856,119,2608,10599,7,31667,3650,802,10536,1355,8187,8610
2020-06-07,Deceased,7205,0,75,0,3,30,5,4,0,0,812,0,1249,28,6,41,7,61,16,1,0,413,3059,0,1,0,0,11,0,51,240,0,272,137,0,275,13,396,0
2020-06-07,Recovered,123848,33,2669,1,637,2405,274,266,2,0,10999,65,13643,1473,219,1216,490,2132,803,50,0,6331,39314,52,13,1,8,1894,49,2106,7754,0,16999,1742,192,6185,528,3303,0
2020-06-08,Confirmed,266014,33,4813,54,2836,5247,320,1197,22,0,29943,330,20574,4854,421,4285,1290,5760,2006,103,0,9638,88529,272,39,42,122,2994,128,2663,10876,7,33229,3742,840,10947,1411,8613,7837
2020-06-08,Deceased,7476,0,75,0,3,31,5,4,0,0,874,0,1280,39,6,45,7,64,17,1,0,415,3168,0,1,0,0,11,0,53,246,0,289,142,0,283,13,405,0
2020-06-08,Recovered,129019,33,2711,1,785,2542,285,335,2,0,11357,67,13964,1699,224,1324,519,2441,814,50,0,6536,40975,58,13,1,8,1993,53,2128,8117,0,17527,1742,192,6344,714,3465,0
2020-06-09,Confirmed,275995,34,4882,54,3051,5455,326,1211,24,0,31309,359,21044,5209,437,4346,1416,5921,2097,108,0,9849,90787,304,43,88,127,3140,132,2719,11245,13,34914,3920,866,11335,1537,8985,8711
2020-06-09,Deceased,7748,0,77,0,4,33,5,5,0,0,905,0,1313,45,6,48,8,66,17,1,0,421,3288,0,1,0,0,11,0,55,255,0,307,148,1,301,13,415,0
2020-06-09,Recovered,134653,33,2759,2,1097,2770,285,347,2,0,11861,67,14373,1806,238,1506,559,2605,848,50,0,6729,42639,64,13,1,10,2133,55,2167,8328,3,18325,1742,192,6669,755,3620,0
2020-06-10,Confirmed,287151,35,5247,58,3286,5698,328,1262,29,0,32810,387,21554,5579,451,4507,1551,6041,2162,115,0,10049,94041,311,44,93,128,3250,144,2805,11600,13,36841,4111,897,11610,1562,9328,9227
2020-06-10,Deceased,8106,0,78,0,5,34,5,6,0,0,984,0,1347,52,7,51,8,69,18,1,0,428,3437,0,1,0,0,11,0,55,259,0,326,156,1,321,15,432,0
2020-06-10,Recovered,140928,33,2869,4,1249,2934,289,351,2,0,12245,67,14743,2187,251,1671,592,2862,905,50,0,6892,44516,64,13,1,22,2282,60,2232,8569,3,19333,1817,239,6971,831,3779,0
2020-06-11,Confirmed,298286,38,5429,64,3431,5948,332,1398,30,0,34687,417,22067,5968,470,4574,1599,6245,2245,135,0,10241,97648,366,44,102,130,3386,157,2887,11838,13,38716,4320,922,12088,1655,9768,8931
2020-06-11,Deceased,8500,0,80,0,5,34,5,6,0,0,1085,0,1385,64,7,52,8,72,19,1,0,432,3589,0,1,0,0,12,2,59,265,0,349,165,1,345,16,442,0
2020-06-11,Recovered,146972,33,2968,4,1433,3086,293,421,2,0,12731,67,15109,2260,277,1820,630,2976,967,54,0,7042,46078,73,18,1,29,2354,67,2259,8775,3,20705,1993,278,7292,886,3988,0
2020-06-12,Confirmed,309592,38,5636,83,3694,6096,345,1445,30,0,36824,463,22562,6334,486,4730,1656,6516,2323,239,0,10443,101141,385,44,104,156,3498,163,2986,12068,63,40698,4484,963,12616,1724,10244,8315
2020-06-12,Deceased,8888,0,80,0,7,35,5,6,0,0,1214,0,1416,70,7,53,8,79,20,1,0,441,3716,0,1,0,0,13,3,63,272,0,367,174,1,365,21,451,0
2020-06-12,Recovered,154235,33,3091,4,1585,3316,295,544,2,0,13398,69,15501,2474,294,2086,685,3440,999,58,0,7201,47796,73,22,1,57,2474,76,2282,9011,3,22047,2278,278,7609,947,4206,0
2020-06-13,Confirmed,321631,38,5858,88,3901,6289,350,1550,35,0,38958,523,23079,6749,502,4878,1711,6824,2408,437,0,10641,104568,449,44,110,163,3723,176,3063,12401,63,42687,4737,1046,13118,1785,10698,7984
2020-06-13,Deceased,9197,0,82,0,7,35,5,6,0,0,1271,0,1449,78,7,55,8,82,20,1,0,448,3829,0,1,0,0,13,3,65,282,0,397,182,1,385,23,463,0
2020-06-13,Recovered,162327,33,3185,6,1806,3686,295,631,2,0,14945,70,15891,2802,310,2269,816,3648,1045,68,0,7377,49346,73,23,1,84,2594,82,2327,9337,5,23409,2352,315,7875,1077,4542,0
